"vin","year","make","model","used_or_new","price","sellertype","sellername","zipcode","dealtype","drivetrain","transmission","engine","mileage","difference","percentage_of_difference"
"5XYP5DHC0NG280767",2022,"Kia","Telluride SX","Used",64999.00,"Dealer","Matt Saxe Chevrolet Buick, Inc",56011,"Good","All-wheel Drive","8-Speed Automatic","3.8L V6 24V GDI DOHC",284,0.00,0.0
"1GYKNBRS9HZ267505",2017,"Cadillac","XT5 Luxury","Used",22900.00,"Dealer","Metro Auto Sales",55449,"Great","Front-wheel Drive","8-Speed Automatic","3.6L V6 24V GDI DOHC",68872,0.00,0.0
"1C6SRFJT6KN677576",2019,"RAM","1500 Laramie","Used",42900.00,"Dealer","Luther Burnsville Hyundai",55306,"Good","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",58140,0.00,0.0
"5J6RW2H5XKL016963",2019,"Honda","CR-V EX","Honda Certified",30295.00,"Dealer","Luther Brookdale Honda",55429,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",37112,0.00,0.0
"2HKRW2H84KH629813",2019,"Honda","CR-V EX-L","Used",32491.00,"Dealer","Buerkle Hyundai",55110,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",30788,0.00,0.0
"JM3TCBCYXK0336105",2019,"Mazda","CX-9 Touring","Used",35899.00,"Dealer","Walser Polar Mazda",55110,"Good","All-wheel Drive","Automatic","Intercooled Turbo Regular Unleaded I-4 2.5 L/152",17847,0.00,0.0
"3CZRU6H31JG718063",2018,"Honda","HR-V LX","Used",18942.00,"Dealer","RAVMOTORS of Crystal",55429,"Great","All-wheel Drive","Automatic CVT","1.8L I4 16V MPFI SOHC",43161,0.00,0.0
"5LM5J7XC7LGL16933",2020,"Lincoln","Aviator Reserve AWD","Used",54999.00,"Dealer","Apple Ford Lincoln Apple Valley",55124,"Good","All-wheel Drive","10-Speed Automatic","3.0L V6 24V GDI DOHC Twin Turbo",39833,0.00,0.0
"2HKRW6H38KH222881",2019,"Honda","CR-V LX","Used",28593.00,"Dealer","Buerkle Hyundai",55110,"Good","All-wheel Drive","Automatic CVT","2.4L I4 16V GDI DOHC",19251,0.00,0.0
"JF2GTAEC4KH268912",2019,"Subaru","Crosstrek 2.0i Premium","Used",28989.00,"Dealer","Luther Bloomington Subaru",55420,"Good","All-wheel Drive","Automatic CVT","2.0L H4 16V GDI DOHC",42824,0.00,0.0
"5N1DL0MM2KC529422",2019,"INFINITI","QX60 Luxe","Used",28974.00,"Dealer","RAVMOTORS",55337,"Great","All-wheel Drive","Automatic CVT","3.5L V6 24V GDI DOHC",29737,0.00,0.0
"KMHD35LH7HU353035",2017,"Hyundai","Elantra GT Base","Used",14983.00,"Dealer","Every Day Auto Sales",55379,"Good","Front-wheel Drive","Automatic","4 Cylinder",83708,0.00,0.0
"5TDGZRBH0MS132254",2021,"Toyota","Highlander XLE","Used",48477.00,"Dealer","Maplewood Toyota",55109,"Good","All-wheel Drive","8-Speed Automatic","3.5L V6 24V PDI DOHC",10121,0.00,0.0
"1FTEW1E47LFB79516",2020,"Ford","F-150 King Ranch","Used",59990.00,"Dealer","Porsche St. Paul",55109,"Good","Four-wheel Drive","10-Speed Automatic","3.5L V6 24V PDI DOHC Twin Turbo",18736,0.00,0.0
"2HGFC2F62KH562314",2019,"Honda","Civic LX","Used",23995.00,"Dealer","Buerkle Hyundai",55110,"Good","Front-wheel Drive","Automatic CVT","2.0L I4 16V MPFI DOHC",11253,0.00,0.0
"4S3BWAF67M3013566",2021,"Subaru","Legacy Premium","Used",24900.00,"Dealer","Metro Auto Sales",55449,"Great","All-wheel Drive","Automatic CVT","2.5L H4 16V GDI DOHC",17834,0.00,0.0
"2GNAXYEX8L6236712",2020,"Chevrolet","Equinox Premier w/2LZ","Used",33996.00,"Dealer","Luther Hudson Chevrolet GMC",54016,"Good","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",39092,0.00,0.0
"JM3KE4BYAG0758459",2016,"Mazda","CX-5 Sport","Used",16987.00,"Dealer","North Imports",55337,"Great","All-wheel Drive","Automatic 6-Speed","4 Cylinder Engine",41948,0.00,0.0
"1FMCU9J96KUA54669",2019,"Ford","Escape Titanium","Ford Certified",32999.00,"Dealer","Apple Ford Lincoln Apple Valley",55124,"Good","Four-wheel Drive","6-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",14997,0.00,0.0
